Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Extending the Information of Activity Diagrams with a User Input Classification","Human-Computer Interaction. Human-Centred Design Approaches, Methods, Tools, and Environments","","","","10.1007/978-3-642-39232-0_43","Cindy MayasStephan HöroldHeidi Krömker","2013","http://link.springer.com/chapter/10.1007/978-3-642-39232-0_43","Chapter"
"Warnings and Instructions as Key Elements for Integrated User Support in IPS2","The Philosopher's Stone for Sustainability","","","","10.1007/978-3-642-32847-3_80","U. SchmuntzschC. SturmR. ReichmuthM. Roetting","2013","http://link.springer.com/chapter/10.1007/978-3-642-32847-3_80","Chapter"
"Model-Driven Prototyping for Corporate Software Specification","Engineering Interactive Systems","","","","10.1007/978-3-540-92698-6_10","Thomas MemmelCarsten BockHarald Reiterer","2008","http://link.springer.com/chapter/10.1007/978-3-540-92698-6_10","Chapter"
"Challenges in speech-based human–computer interfaces","International Journal of Speech Technology","","10","2 - 3","10.1007/s10772-009-9023-y","Wolfgang MinkerJohannes PittermannAngela PittermannPetra-Maria StraußDirk Bühler","2007","http://link.springer.com/article/10.1007/s10772-009-9023-y","Article"
"Evaluating Software Architectures for Usability","Engineering for Human-Computer Interaction","","","","10.1007/3-540-45348-2_7","Len BassBonnie E. John","2001","http://link.springer.com/chapter/10.1007/3-540-45348-2_7","Chapter"
"The research of system architecture in expert system","Wuhan University Journal of Natural Sciences","","6","1 - 2","10.1007/BF03160255","Zou Cheng-mingZhong LuoYuan Jing-ling","2001","http://link.springer.com/article/10.1007/BF03160255","Article"
"Places to stay on the move: Software architectures for mobile user interfaces","Personal Technologies","","4","2 - 3","10.1007/BF01324124","Alan DixDevina RamdunyTom RoddenNigel Davies","2000","http://link.springer.com/article/10.1007/BF01324124","Article"
"Immersive teleconference system based on human-robot-avatar interaction using head-tracking devices","International Journal of Control, Automation and Systems","","11","5","10.1007/s12555-012-0431-4","Heon-Hui KimJung-Su ParkJin-Woo JungKwang-Hyun Park","2013","http://link.springer.com/article/10.1007/s12555-012-0431-4","Article"
"A pattern approach to interaction design","AI & SOCIETY","","15","4","10.1007/BF01206115","Jan O. Borchers","2001","http://link.springer.com/article/10.1007/BF01206115","Article"
"Do We Practise What We Preach in Formulating Our Design and Development Methods?","Engineering Interactive Systems","","","","10.1007/978-3-540-92698-6_34","Paula KotzéKaren Renaud","2008","http://link.springer.com/chapter/10.1007/978-3-540-92698-6_34","Chapter"
"Interplay between Usability Evaluation and Software Development (I-USED 2009)","Human-Computer Interaction – INTERACT 2009","","","","10.1007/978-3-642-03658-3_135","Silvia AbrahãoKasper HornbækEffie LawJan Stage","2009","http://link.springer.com/chapter/10.1007/978-3-642-03658-3_135","Chapter"
"Tele-Graffiti: A Camera-Projector Based Remote Sketching System with Hand-Based User Interface and Automatic Session Summarization","International Journal of Computer Vision","","53","2","10.1023/A:1023084706295","Naoya TakaoJianbo ShiSimon Baker","2003","http://link.springer.com/article/10.1023/A%3A1023084706295","Article"
"An Integrated Approach to Develop Interactive Software","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23768-3_60","Begoña LosadaMaite UrretavizcayaIsabel Fernández de Castro","2011","http://link.springer.com/chapter/10.1007/978-3-642-23768-3_60","Chapter"
"A Representational Framework for Scenarios of System Use","Requirements Engineering","","3","3 - 4","10.1007/s007660050006","Annie I. AntónColin Potts","1998","http://link.springer.com/article/10.1007/s007660050006","Article"
"Designing with scenarios: A critical review of current research and practice","Requirements Engineering","","3","1","10.1007/BF02802918","Despina Filippidou","1998","http://link.springer.com/article/10.1007/BF02802918","Article"
"Requirements for a Definition of Generative User Interface Patterns","Human-Computer Interaction. Human-Centred Design Approaches, Methods, Tools, and Environments","","","","10.1007/978-3-642-39232-0_55","Stefan WendlerIlka Philippow","2013","http://link.springer.com/chapter/10.1007/978-3-642-39232-0_55","Chapter"
"Software Support for User Interface Description Language","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23768-3_142","Adrien CoyetteDavid FaureJuan González-CallerosJean Vanderdonckt","2011","http://link.springer.com/chapter/10.1007/978-3-642-23768-3_142","Chapter"
"Conceptual Design and Prototyping to Explore Creativity","Creativity and HCI: From Experience to Design in Education","","","","10.1007/978-0-387-89022-7_14","Manuel J. FonsecaJoaquim A. JorgeMário R. GomesDaniel GonçalvesMarco Vala","2009","http://link.springer.com/chapter/10.1007/978-0-387-89022-7_14","Chapter"
"Formal Pattern Specifications to Facilitate Semi-automated User Interface Generation","Human-Computer Interaction. Human-Centred Design Approaches, Methods, Tools, and Environments","","","","10.1007/978-3-642-39232-0_34","Jürgen EngelChristian MärtinChristian HerdinPeter Forbrig","2013","http://link.springer.com/chapter/10.1007/978-3-642-39232-0_34","Chapter"
"A language perspective on the development of plastic multimodal user interfaces","Journal on Multimodal User Interfaces","","1","2","10.1007/BF02910054","Jean-Sébastien SottetGaëlle CalvaryJoëlle CoutazJean-Marie FavreJean VanderdoncktAdrian StanciulescuSophie Lepreux","2007","http://link.springer.com/article/10.1007/BF02910054","Article"
"Multimodal signal processing and interaction for a driving simulator: Component-based architecture","Journal on Multimodal User Interfaces","","1","1","10.1007/BF02884432","Alexandre BenoitLaurent BonnaudAlice CaplierFrédéric JourdeLaurence NigayMarcos SerranoIoannis DamousisDimitrios TzovarasJean-Yves Lionel Lawson","2007","http://link.springer.com/article/10.1007/BF02884432","Article"
"Local Tourism and Cultural Heritage Internalization: Myths and Realities from Software","Human-Computer Interaction, Tourism and Cultural Heritage","","","","10.1007/978-3-642-33944-8_1","Francisco V. Cipolla Ficarra","2012","http://link.springer.com/chapter/10.1007/978-3-642-33944-8_1","Chapter"
"User-adapted plan recognition and user-adapted shared control: A Bayesian approach to semi-autonomous wheelchair driving","Autonomous Robots","","24","2","10.1007/s10514-007-9064-5","Eric DemeesterAlexander HüntemannDirk VanhooydonckGerolf VanackerHendrik Van BrusselMarnix Nuttin","2008","http://link.springer.com/article/10.1007/s10514-007-9064-5","Article"
"Universal Access in the Information Society: Methods, Tools, and Interaction Technologies","Universal Access in the Information Society","","1","1","10.1007/s102090100008","Constantine StephanidisAnthony Savidis","2001","http://link.springer.com/article/10.1007/s102090100008","Article"
"MAMP: A Design Model for Object-Oriented Visualization Systems","Engineering for Human-Computer Interaction","","","","10.1007/978-0-387-35349-4_14","Ricardo OroscoMarcelo Campo","1999","http://link.springer.com/chapter/10.1007/978-0-387-35349-4_14","Chapter"
"Supportive User Interfaces for MOCOCO (Mobile, Contextualized and Collaborative) Applications","Human-Computer Interaction. Towards Intelligent and Implicit Interaction","","","","10.1007/978-3-642-39342-6_4","Bertrand DavidRené ChalonFlorent Delomier","2013","http://link.springer.com/chapter/10.1007/978-3-642-39342-6_4","Chapter"
"Early Accessibility Evaluation in Web Application Development","Universal Access in Human-Computer Interaction. User and Context Diversity","","","","10.1007/978-3-642-39191-0_78","Helmut VieritzDaniel SchilbergSabina Jeschke","2013","http://link.springer.com/chapter/10.1007/978-3-642-39191-0_78","Chapter"
"Towards Ontology Solutions for Enabling Interoperability in Virtual Enterprises","Processes and Foundations for Virtual Organizations","","","","10.1007/978-0-387-35704-1_32","Raffaello LeprattiUlrich Berger","2004","http://link.springer.com/chapter/10.1007/978-0-387-35704-1_32","Chapter"
"E-Business and Social Networks: Tapping Dynamic Niche Markets Using Language-Action and Artificial Intelligence","Software and Data Technologies","","","","10.1007/978-3-642-29578-2_1","David A. Marca","2013","http://link.springer.com/chapter/10.1007/978-3-642-29578-2_1","Chapter"
"An architecture model for the hypermedia engineering process","Engineering for Human-Computer Interaction","","","","10.1007/978-0-387-35349-4_15","J. NanardM. Nanard","1999","http://link.springer.com/chapter/10.1007/978-0-387-35349-4_15","Chapter"
"Frameworks and patterns for synchronous groupware: AMF-C approach","Engineering for Human-Computer Interaction","","","","10.1007/978-0-387-35349-4_13","F. Tarpin-BernardB. T. DavidP. Primet","1999","http://link.springer.com/chapter/10.1007/978-0-387-35349-4_13","Chapter"
"Are User Interface Pattern Languages Usable? A Report from the Trenches","Human-Computer Interaction – INTERACT 2009","","","","10.1007/978-3-642-03658-3_58","Regina BernhauptMarco WincklerFlorence Pontico","2009","http://link.springer.com/chapter/10.1007/978-3-642-03658-3_58","Chapter"
"Experiments with Adaptable Interfaces for Elderly People","Human-Computer Interaction","","","","10.1007/978-3-642-15231-3_28","Norbert KuhnStefan RichterMichael SchmidtAndreas TruarMarkus SchwinnStefan NaumannMarkus Dick","2010","http://link.springer.com/chapter/10.1007/978-3-642-15231-3_28","Chapter"
"Extending Design Environments to Software Architecture Design","Automated Software Engineering","","5","3","10.1023/A:1008652607643","Jason E. RobbinsDavid M. HilbertDavid F. Redmiles","1998","http://link.springer.com/article/10.1023/A%3A1008652607643","Article"
"Workshop on Technical Feasibility: Initial Lessons from an IFIP WG2.7 Virtual University Case Study","Engineering for Human-Computer Interaction","","","","10.1007/978-0-387-35349-4_19","Gilbert Cockton","1999","http://link.springer.com/chapter/10.1007/978-0-387-35349-4_19","Chapter"
"Designing configurable automotive dashboards on liquid crystal displays","Cognition, Technology & Work","","6","4","10.1007/s10111-004-0163-1","F BellottiA De GloriaA PoggiL AndreoneS DamianiP Knoll","2004","http://link.springer.com/article/10.1007/s10111-004-0163-1","Article"
"ConcurTaskTrees: A Diagrammatic Notation for Specifying Task Models","Human-Computer Interaction INTERACT ’97","","","","10.1007/978-0-387-35175-9_58","F. PaternoC. ManciniS. Meniconi","1997","http://link.springer.com/chapter/10.1007/978-0-387-35175-9_58","Chapter"
"Summary of the INTERACT97 Workshop on the Next Generation of CSCW Systems","Human-Computer Interaction INTERACT ’97","","","","10.1007/978-0-387-35175-9_138","John Grundy","1997","http://link.springer.com/chapter/10.1007/978-0-387-35175-9_138","Chapter"
"Scenarchitectures: The Use of Domain-Specific Architectures to Bridge Design and Implementation","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23771-3_26","Nicholas GrahamEmmanuel DuboisChristophe BortolasoChristopher Wolfe","2011","http://link.springer.com/chapter/10.1007/978-3-642-23771-3_26","Chapter"
"A method to elicit architecturally sensitive usability requirements: its integration into a software development process","Software Quality Journal","","15","2","10.1007/s11219-006-9009-9","Tamer RaflaPierre N. RobillardMichel Desmarais","2007","http://link.springer.com/article/10.1007/s11219-006-9009-9","Article"
"DREAM & TEAM: A Tool and a Notation Supporting Exploration of Options and Traceability of Choices for Safety Critical Interactive Systems","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74800-7_48","Xavier LacazePhilippe Palanque","2007","http://link.springer.com/chapter/10.1007/978-3-540-74800-7_48","Chapter"
"Utilising a Geographic Space Metaphor in a Software Development Environment","Engineering for Human-Computer Interaction","","","","10.1007/978-0-387-35349-4_3","Henrik Bærbak Christensen","1999","http://link.springer.com/chapter/10.1007/978-0-387-35349-4_3","Chapter"
"A descriptive reference framework for the personalisation of e-business applications","Electronic Commerce Research","","8","3","10.1007/s10660-008-9021-1","Panayiotis KoutsabasisModestos StavrakisNikos ViorresJenny S. DarzentasThomas SpyrouJohn Darzentas","2008","http://link.springer.com/article/10.1007/s10660-008-9021-1","Article"
"Facilitating Ubiquitous interaction Using Intelligent Agents","Human-Computer Interaction: The Agency Perspective","","","","10.1007/978-3-642-25691-2_13","Abey CampbellRem CollierMauro DragoneLevent GörgüThomas HolzMichael J. O’GradyG. M. P. O’HareAntonella SassuJohn Stafford","2012","http://link.springer.com/chapter/10.1007/978-3-642-25691-2_13","Chapter"
"User Environments and Individuals: Experience with Adaptive Interface Agents","Cognition, Technology & Work","","2","1","10.1007/s101110050003","R. J. KeebleR. D. MacredieD. S. Williams","2000","http://link.springer.com/article/10.1007/s101110050003","Article"
"A context-aware infrastructure for supporting applications with pen-based interaction","Journal of Computer Science and Technology","","18","3","10.1007/BF02948904","Yang LiZhiWei GuanGuoZhong DaiXiangShi RenYong Han","2003","http://link.springer.com/article/10.1007/BF02948904","Article"
"Interfacing human and computer with wireless body area sensor networks: the WiMoCA solution","Multimedia Tools and Applications","","38","3","10.1007/s11042-007-0189-5","Elisabetta FarellaAugusto PieracciLuca BeniniLaura RocchiAndrea Acquaviva","2008","http://link.springer.com/article/10.1007/s11042-007-0189-5","Article"
"Prototype of a Virtual User Modeling Software Framework for Inclusive Design of Consumer Products and User Interfaces","Universal Access in Human-Computer Interaction. Design Methods, Tools, and Interaction Techniques for eInclusion","","","","10.1007/978-3-642-39188-0_7","Svetlana MatioukMarkus ModzelewskiYehya MohamadMichael LawoPierre KirisciPatrick KleinAntoinette Fennell","2013","http://link.springer.com/chapter/10.1007/978-3-642-39188-0_7","Chapter"
"Scenarios for Companions","Your Virtual Butler","","","","10.1007/978-3-642-37346-6_8","David BenyonOli Mival","2013","http://link.springer.com/chapter/10.1007/978-3-642-37346-6_8","Chapter"
"Artificial Cognition in Autonomous Assembly Planning Systems","Automation, Communication and Cybernetics in Science and Engineering 2011/2012","","","","10.1007/978-3-642-33389-7_46","Christian BüscherMarcel MayerDaniel SchilbergSabina Jeschke","2013","http://link.springer.com/chapter/10.1007/978-3-642-33389-7_46","Chapter"
"Experience with user-centred requirements engineering","Requirements Engineering","","16","4","10.1007/s00766-011-0118-z","Alistair SutcliffeSarah ThewPaul Jarvis","2011","http://link.springer.com/article/10.1007/s00766-011-0118-z","Article"
"Interactive design of multimodal user interfaces","Journal on Multimodal User Interfaces","","3","3","10.1007/s12193-010-0044-2","Werner A. KönigRoman RädleHarald Reiterer","2010","http://link.springer.com/article/10.1007/s12193-010-0044-2","Article"
"Usability Evaluation of the Agile Software Process","Advances in Visual Informatics","","","","10.1007/978-3-319-02958-0_58","Wan Fatimah Wan AhmadSaad Masood ButtLukman Rahim","2013","http://link.springer.com/chapter/10.1007/978-3-319-02958-0_58","Chapter"
