Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Vehicle Electronics Architecture","Automotive Electronics Design Fundamentals","","","","10.1007/978-3-319-17584-3_1","Najamuz Zaman","2015","http://link.springer.com/chapter/10.1007/978-3-319-17584-3_1","Chapter"
"Serious Games Architectures and Engines","Entertainment Computing and Serious Games","","","","10.1007/978-3-319-46152-6_7","Heinrich SöbkeAlexander Streicher","2016","http://link.springer.com/chapter/10.1007/978-3-319-46152-6_7","Chapter"
"Mapping quality requirements for pervasive mobile games","Requirements Engineering","","22","1","10.1007/s00766-015-0238-y","Luis ValenteBruno FeijóJulio Cesar Sampaio do Prado Leite","2017","http://link.springer.com/article/10.1007/s00766-015-0238-y","Article"
"Digital Quran Computing: Review, Classification, and Trend Analysis","Arabian Journal for Science and Engineering","","","","10.1007/s13369-017-2415-4","Mohammed ZakariahMuhammad Khurram KhanOmar TayanKhaled Salah","2017","http://link.springer.com/article/10.1007/s13369-017-2415-4","Article"
"Scenarizing Metropolitan Views: FlanoGraphing the Urban Spaces","MultiMedia Modeling","","","","10.1007/978-3-319-04117-9_2","Bénédicte JacobsLaure-Anne JacobsChristian FrissonWilly YvartThierry DutoitSylvie Leleu-Merviel","2014","http://link.springer.com/chapter/10.1007/978-3-319-04117-9_2","Chapter"
"Mechanical Design of a Robotic Exoskeleton for Upper Limb Rehabilitation","Advances in Automation and Robotics Research in Latin America","","","","10.1007/978-3-319-54377-2_25","Jorge García MontañoCecilia E. García CenaLuis J. Monge ChamorroMarie André DestaracRoque Saltarén Pazmiño","2017","http://link.springer.com/chapter/10.1007/978-3-319-54377-2_25","Chapter"
"Cyber-physical systems design: transition from functional to architectural models","Design Automation for Embedded Systems","","19","4","10.1007/s10617-015-9164-y","Rosane Fátima PassariniJean-Marie FarinesJoão M. FernandesLeandro Buss Becker","2015","http://link.springer.com/article/10.1007/s10617-015-9164-y","Article"
"Augmented Reality in Robotic Assistance for the Elderly","International Technology Robotics Applications","","","","10.1007/978-3-319-02332-8_1","Francisco J. LeraVíctor RodríguezCarlos RodríguezVicente Matellán","2014","http://link.springer.com/chapter/10.1007/978-3-319-02332-8_1","Chapter"
"Using hand gestures to control mobile spoken dialogue systems","Universal Access in the Information Society","","13","3","10.1007/s10209-013-0317-0","Nikos Tsourakis","2014","http://link.springer.com/article/10.1007/s10209-013-0317-0","Article"
"COACHES Cooperative Autonomous Robots in Complex and Human Populated Environments","AI*IA 2015 Advances in Artificial Intelligence","","","","10.1007/978-3-319-24309-2_35","Luca IocchiM. T. LázaroLaurent JeanpierreAbdel-Illah MouaddibEsra ErdemHichem Sahli","2015","http://link.springer.com/chapter/10.1007/978-3-319-24309-2_35","Chapter"
"Architectural design of a LMS with LTSA-conformance","Education and Information Technologies","","22","1","10.1007/s10639-015-9443-z","Souvik SenguptaRanjan Dasgupta","2017","http://link.springer.com/article/10.1007/s10639-015-9443-z","Article"
"LTSA conformance testing to architectural design of LMS using ontology","Education and Information Technologies","","","","10.1007/s10639-016-9569-7","Souvik SenguptaRanjan Dasgupta","2016","http://link.springer.com/article/10.1007/s10639-016-9569-7","Article"
"Cognitive Benefits of a Simple Visual Metrics Architecture","HCI in Business, Government, and Organizations: eCommerce and Innovation","","","","10.1007/978-3-319-39396-4_29","John KingKathy SondererKevin Lynch","2016","http://link.springer.com/chapter/10.1007/978-3-319-39396-4_29","Chapter"
"Dreamware: edutainment system for children with developmental disability","Multimedia Tools and Applications","","68","2","10.1007/s11042-012-1089-x","Jin-Hee LeeEikyu ChoiMinseok SongByeong-Seok Shin","2014","http://link.springer.com/article/10.1007/s11042-012-1089-x","Article"
"Search, Analysis and Visual Comparison of Massive and Heterogeneous Data","Big Data in Complex Systems","","","","10.1007/978-3-319-11056-1_15","Ahmed DridiSalma SassiAnis Tissaoui","2015","http://link.springer.com/chapter/10.1007/978-3-319-11056-1_15","Chapter"
"An Open Source-Based and Standard-Compliant Smart Grid Laboratory Automation System: The AIT SmartEST Approach","Industrial Applications of Holonic and Multi-Agent Systems","","","","10.1007/978-3-319-22867-9_17","Filip AndrénGeorg LaussRoland BründlingerPhilipp SvecThomas Strasser","2015","http://link.springer.com/chapter/10.1007/978-3-319-22867-9_17","Chapter"
"Visual Modeling","Metasynthetic Computing and Engineering of Complex Systems","","","","10.1007/978-1-4471-6551-4_7","Longbing Cao","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6551-4_7","Chapter"
"A Modular Approach for Remote Operation of Humanoid Robots in Search and Rescue Scenarios","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-13823-7_18","Alessandro SettimiCorrado PavanValerio VarricchioMirko FerratiEnrico Mingo HoffmanAlessio RocchiKamilo MeloNikos G. TsagarakisAntonio Bicchi","2014","http://link.springer.com/chapter/10.1007/978-3-319-13823-7_18","Chapter"
"Heterogeneous Networks on Multiple Levels","Multivariate Network Visualization","","","","10.1007/978-3-319-06793-3_9","Falk SchreiberAndreas KerrenKaty BörnerHans HagenDirk Zeckzer","2014","http://link.springer.com/chapter/10.1007/978-3-319-06793-3_9","Chapter"
"Introduction and Challenges of Environment Architectures for Collective Intelligence Systems","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_6","Juergen MusilAngelika MusilStefan Biffl","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_6","Chapter"
"Conceptual Model for Developing Platform-Centric Production Architectures","Managing Complexity","","","","10.1007/978-3-319-29058-4_7","Jacob BossenThomas Ditlev BrunoeMads BejlegaardKjeld Nielsen","2017","http://link.springer.com/chapter/10.1007/978-3-319-29058-4_7","Chapter"
"Architecture for modeling and simulation of technical systems along their lifecycle","Computing and Visualization in Science","","17","4","10.1007/s00791-015-0256-9","Tim SchenkAlbert B. GilgMonika MühlbauerRoland RosenJan C. Wehrstedt","2015","http://link.springer.com/article/10.1007/s00791-015-0256-9","Article"
"This is an Intervention: Foregrounding and Operationalizing Ethics During Technology Design","Emerging Pervasive Information and Communication Technologies (PICT)","","","","10.1007/978-94-007-6833-8_9","Katie Shilton Ph.D.","2014","http://link.springer.com/chapter/10.1007/978-94-007-6833-8_9","Chapter"
"Privacy by designers: software developers’ privacy mindset","Empirical Software Engineering","","","","10.1007/s10664-017-9517-1","Irit HadarTomer HassonOshrat AyalonEran TochMichael BirnhackSofia ShermanArod Balissa","2017","http://link.springer.com/article/10.1007/s10664-017-9517-1","Article"
"A computational approach for the experimental study of EU case law: analysis and implementation","Social Network Analysis and Mining","","6","1","10.1007/s13278-016-0365-6","Nicola LettieriAntonio AltamuraArmando FaggianoDelfina Malandrino","2016","http://link.springer.com/article/10.1007/s13278-016-0365-6","Article"
"Privacy by Design: From Technologies to Architectures","Privacy Technologies and Policy","","","","10.1007/978-3-319-06749-0_1","Thibaud AntignacDaniel Le Métayer","2014","http://link.springer.com/chapter/10.1007/978-3-319-06749-0_1","Chapter"
"The 7 ± 2 Most Important User-Centred Techniques
              User-centred techniques","User-Centred Engineering","","","","10.1007/978-3-662-43989-0_3","Michael RichterMarkus Flückiger","2014","http://link.springer.com/chapter/10.1007/978-3-662-43989-0_3","Chapter"
"Revisiting the Anatomy and Physiology of the Grid","Journal of Grid Computing","","13","1","10.1007/s10723-015-9324-0","Chris A. MattmannJoshua GarciaIvo KrkaDaniel PopescuNenad Medvidovic","2015","http://link.springer.com/article/10.1007/s10723-015-9324-0","Article"
"Open Architecture for Naval Combat Direction System","Complex Systems Design & Management","","","","10.1007/978-3-319-02812-5_6","Denis JanerChauk-Mean Proum","2014","http://link.springer.com/chapter/10.1007/978-3-319-02812-5_6","Chapter"
"AUTOSAR and Driver Assistance Systems","Handbook of Driver Assistance Systems","","","","10.1007/978-3-319-12352-3_7","Simon FürstStefan Bunzel","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-12352-3_7","ReferenceWorkEntry"
"Multimedia based qualitative assessment methodology in eLearning: student teacher engagement analysis","Multimedia Tools and Applications","","","","10.1007/s11042-016-4212-6","Muhammad FarhanMuhammad AslamSohail JabbarShehzad Khalid","2016","http://link.springer.com/article/10.1007/s11042-016-4212-6","Article"
"A Simulation Based Architecture for the Development of an Autonomous All Terrain Vehicle","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_7","Gianluca BardaroDavide Antonio CucciLuca BascettaMatteo Matteucci","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_7","Chapter"
"Architectural Specification and Analysis of the Aegis Combat System","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-22689-7_8","Mert Ozkaya","2015","http://link.springer.com/chapter/10.1007/978-3-319-22689-7_8","Chapter"
"Ocean and Coast Disaster Data Modeling","Modeling with Digital Ocean and Digital Coast","","","","10.1007/978-3-319-42710-2_7","Xin Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-42710-2_7","Chapter"
"Context-Aware Personalization for Smart Mobile Cloud Services","Service-Oriented Computing – ICSOC 2015 Workshops","","","","10.1007/978-3-662-50539-7_14","Waldemar HummerStefan Schulte","2016","http://link.springer.com/chapter/10.1007/978-3-662-50539-7_14","Chapter"
"Work or leisure? Designing a user-centered approach for researching activity “in the wild”","Personal and Ubiquitous Computing","","20","4","10.1007/s00779-016-0935-7","Thomas LudwigJulian DaxVolkmar PipekDave Randall","2016","http://link.springer.com/article/10.1007/s00779-016-0935-7","Article"
"A Proposed Software Framework Aimed at Energy-Efficient Autonomous Driving of Electric Vehicles","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_19","José-Luis Torres MorenoJosé-Luis Blanco ClaracoMauro BelloneFrancisco RodrìguezAntonio GimènezGiulio Reina","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_19","Chapter"
"Evaluate Artefact","An Introduction to Design Science","","","","10.1007/978-3-319-10632-8_9","Paul JohannessonErik Perjons","2014","http://link.springer.com/chapter/10.1007/978-3-319-10632-8_9","Chapter"
"‘VRComponent’: A Virtual Reality Software for Neuro-Rehabilitation with Robotics Technologies","Converging Clinical and Engineering Research on Neurorehabilitation II","","","","10.1007/978-3-319-46669-9_217","Christopher ÁvilaLuis MansoPablo Bustos Garcia de CastroPedro Núñez","2017","http://link.springer.com/chapter/10.1007/978-3-319-46669-9_217","Chapter"
"Camera-Monitor-Systems as Solution for the Automotive Market","Handbook of Camera Monitor Systems","","","","10.1007/978-3-319-29611-1_7","Mark Müller","2016","http://link.springer.com/chapter/10.1007/978-3-319-29611-1_7","Chapter"
"Using Smart TV Applications for Providing Interactive Ambient Assisted Living Services to Older Adults","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_53","José M. TapiaFrancisco J. GutierrezSergio F. Ochoa","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_53","Chapter"
"Antifragility: systems engineering at its best","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0013-3","Eric VerhulstBernhard SputhPieter Van Schaik","2015","http://link.springer.com/article/10.1007/s40860-015-0013-3","Article"
"Specialized Honeypots for SCADA Systems","Cyber Security: Analytics, Technology and Automation","","","","10.1007/978-3-319-18302-2_16","Paulo SimõesTiago CruzJorge ProençaEdmundo Monteiro","2015","http://link.springer.com/chapter/10.1007/978-3-319-18302-2_16","Chapter"
"How Companion-Technology can Enhance a Multi-Screen Television Experience: A Test Bed for Adaptive Multimodal Interaction in Domestic Environments","KI - Künstliche Intelligenz","","30","1","10.1007/s13218-015-0395-7","Jan GugenheimerFrank HonoldDennis WolfFelix SchüsselJulian SeifertMichael WeberEnrico Rukzio","2016","http://link.springer.com/article/10.1007/s13218-015-0395-7","Article"
"Replication of empirical studies in software engineering research: a systematic mapping study","Empirical Software Engineering","","19","3","10.1007/s10664-012-9227-7","Fabio Q. B. da SilvaMarcos SuassunaA. César C. FrançaAlicia M. GrubbTatiana B. GouveiaCleviton V. F. MonteiroIgor Ebrahim dos Santos","2014","http://link.springer.com/article/10.1007/s10664-012-9227-7","Article"
"PLAGER-VG: platform for managing educational multiplayer video games","Multimedia Tools and Applications","","","","10.1007/s11042-017-4376-8","Natalia Padilla-ZeaNuria Medina MedinaFrancisco L. Gutiérrez VelaPatricia PaderewskiCésar A. Collazos","2017","http://link.springer.com/article/10.1007/s11042-017-4376-8","Article"
"An Automated Architectural Evaluation Approach Based on Metadata and Code Analysis","Enterprise Information Systems","","","","10.1007/978-3-319-09492-2_29","Felipe PintoUirá KuleszaEduardo Guerra","2014","http://link.springer.com/chapter/10.1007/978-3-319-09492-2_29","Chapter"
"Fault Avoidance in Development of Robot Motion-Control Software by Modeling the Computation","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_14","Yury BrodskiyRobert WilterdinkStefano StramigioliJan Broenink","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_14","Chapter"
"Plug-in Tutor Agents: Still Pluggin’","International Journal of Artificial Intelligence in Education","","26","1","10.1007/s40593-015-0062-z","Steven Ritter","2016","http://link.springer.com/article/10.1007/s40593-015-0062-z","Article"
"Towards Defining Families of Systems in IoT: Logical Architectures with Variation Points","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_43","Simone Di ColaKung-Kiu LauCuong TranChen Qian","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_43","Chapter"
"Activity-Based Collaboration for Interactive Spaces","Collaboration Meets Interactive Spaces","","","","10.1007/978-3-319-45853-3_11","Jakob E. BardramMorten EsbensenAurélien Tabard","2016","http://link.springer.com/chapter/10.1007/978-3-319-45853-3_11","Chapter"
